x,y,z,D,B
-0.2929970282412544,8.970812409889785,1.165484418399347,7,1
-2.9789180372287722,-7.306696460286746,1.9540619133121375,2,1
1.3672437646607734,-8.172244129613299,1.5741490541614482,6,0
4.243237051576365,5.780176536921314,-1.623362300549052,4,1
8.320655304738874,0.535576430862222,0.23137957561603587,8,0
-26.331355361207216,9.056068085162247,5.2919042006973935,2,0
0.9917583743532676,-7.636730259556683,-0.017553537690180632,5,0
-5.3200206835527695,-4.60940698712624,-1.394612549185204,6,1
-2.221404039456843,-7.404266444907385,-1.3108378386672332,3,1
-6.357756892782232,5.588986187843499,-1.4223782987869487,4,1
1.3316089232739488,8.40625555762917,-0.7904255093180874,3,1
-7.105068831266625,-3.4114003354867637,0.6806506470341444,3,1
0.4756811159282457,7.597334479387132,0.37440148038517973,2,1
-1.3881122491156894,-7.331122875658265,0.05770225267201171,4,0
2.6367145591542474,8.141818199653926,0.9651940059006119,5,0
-3.2965548323158886,7.7218853102946,1.4318155835525663,6,0
-9.334293597461793,0.05797420435955353,-1.4405193804772394,1,0
-9.8504096094121,1.0155655874334772,0.46618870211745167,8,0
-7.9159481991015195,-5.12028311046722,-1.8976960063904655,1,0
-6.495042469005799,3.2914199732565796,-1.11497437399741,3,1
5.3520007122035445,-4.549601786730333,-0.9276482542902608,6,0
2.782438388351942,-8.451156404465058,2.5160701218757207,7,0
18.32863166380928,-16.26241969425457,5.31469579074277,8,0
-5.053459407509753,-5.212460989202923,0.6616075733104768,4,1
-5.302107301815595,-6.274541900766511,-1.258326113373748,2,0
-7.262771546569261,-5.5083719318545645,1.0919178787724406,7,0
-8.66107084043775,2.337360872124287,0.6077977123659101,1,0
-3.4127906931899217,7.075105291350065,0.033278141403230155,3,0
-3.635416978204839,-5.7170719286508085,-0.944329270790315,2,0
7.77218192523624,-0.14585950517468937,-1.1649792576284899,4,0
7.603435987217463,0.027570845135200472,1.0316813988710907,3,0
5.613676559386837,-6.872950716753683,-0.39768519034930433,7,0
7.47075236903413,1.8702587348975637,1.1049715612300464,5,1
-9.304162708297627,-1.8934069624971395,1.9088127301045599,1,0
-6.383232028137684,-5.216207629296318,1.0402793432986024,1,0
3.11834306340816,7.344947886943357,-0.9849309566207839,5,0
6.091512825456578,-6.594990908276882,0.5228946863548651,6,0
3.4802544495865564,6.7440848095750505,-2.4996048781959557,5,1
6.731861573210016,-3.9923176338986135,0.7474825940499629,5,0
0.4643223787131573,-8.996678597463966,-0.047161267268092305,5,0
0.44834897970255544,8.335173730670128,-0.6592871624926064,3,0
4.356448735548419,5.9300133399070045,0.8706131844201072,6,0
-2.6704216668965155,7.81478691717496,1.0472001854826507,3,1
-6.757339529554304,3.1311652103198675,-0.34393766981683177,1,0
0.668238683173726,7.229867010119918,-0.06523971195945683,8,0
8.214147053286757,0.0954408454693318,0.42100484407580285,8,0
-0.8689462773377037,8.01579010089422,0.9728576674207464,5,0
4.396494030263172,-6.3578725935484615,3.5575436576963053,7,0
4.441357357209042,4.7535714609874775,-1.703404741241303,8,1
9.215530420265658,-0.5794427731542665,-0.6513492886161985,8,1
0.02216172873688027,7.117817025606672,-0.3677797268196616,5,1
-6.819723248819142,4.4592206516767385,-0.8552461532078683,1,0
-7.952442095712492,-2.052242770409407,0.9675929054174766,1,1
4.029141599750723,4.444378169475255,1.14435480872387,2,1
1.1965717573566064,-8.202629158750678,-0.14172455006175166,4,0
0.27221613989216453,9.961766270327963,-0.6207285115795171,6,0
-7.385122104302599,-3.0756366896101563,1.2747001136623621,4,1
-7.835759864829227,-1.981283741039559,0.5880466072860755,4,0
-7.95621067667545,-5.381512838289252,0.13823939727800524,1,1
8.953629339906637,1.6871647851995448,0.3041760359157481,8,1
3.1656993410068943,6.989936027794714,-0.10489862189998518,7,1
4.519037372581789,6.161540920940266,0.3532052029244882,1,0
-2.4930246358544657,8.183898644087938,-0.1725311969103078,4,0
6.868117016544641,6.192350138806712,2.111553615728793,8,1
7.015170070641071,-2.241667979849519,-1.859155893178522,5,1
-8.522679763201623,-1.9747959651629465,0.3541941240766434,1,0
-5.457021518235509,-4.5298095904387425,-1.7868322573633115,1,1
-4.640430237792016,6.1467992089788295,-3.3350793150651556,1,0
-2.761696804862315,7.833096657604985,0.23827485086153585,2,1
-6.765251081178178,-1.3938084691456427,1.2336076601927448,1,1
-2.443976175712767,7.3042895623175355,6.2416709590207615,7,1
-5.137915781765421,6.902584859232293,-0.26375320386556617,5,0
-7.206737317699315,2.7730937370525917,0.6762927348521076,3,0
-8.971618886511278,-1.9341279090186736,0.45375773829530636,5,0
8.223565183812182,-1.2931069469697063,1.7847925419560957,6,0
3.1729948979011757,9.772387900929933,-1.4191529156162006,5,0
-5.986491070415457,-0.33630178377553677,-0.7023502873221427,7,1
5.291484367026796,7.328632230561964,1.3689118615441995,7,0
-3.943896582327403,6.11776068061077,-0.18753904159165674,4,0
-0.3524489452005657,-7.831372576659285,-0.2777754215214706,2,1
