"x","y","z"
0.999996163863177,0.103403870845914,0.581885847894628
4.715075412e-09,1.67153968011e-06,1.71615522190362
0.0343667431568249,8.887703838231e-05,0.0921458924480681
0.999999817585219,7.225731674e-09,-0.211400842001712
0.00145886012953883,0.00421942622831956,-0.327722139097881
0.995080239134818,0.0072558882459938,-0.84108675100792
6.5515117e-11,0.000293335462055862,0.329738383518832
0.48635027842352,1.335248392026e-06,0.509446043149678
8.65308341846e-07,0.042837505245478,9.20035589345223
0.958823943039255,0.225999773944307,-1.12637645151854
0.467826453819127,0.189094553655591,-0.460199098015239
0.0128701138702633,6.814422785777e-06,-0.446584254907003
0.999964695156915,0.962601652425075,0.400179428790149
0.999997806790296,0.5161597405724,2.52772627839777
0.125105668575331,0.286694971433885,-1.12631262504902
0.000391804533827397,0.00138497110100528,-0.998122578522999
1.9557561376e-08,6.1575886732092e-05,4.19056686975164
0.887632027057395,0.0549856934615414,0.706575238091268
4.406126192279e-06,0.392781030883509,3.19274675313692
0.982676648998225,0.0599263355710429,-1.90709454018477
0.202295634711178,4.0007058566e-08,0.87390417988392
0.999999004907189,1.1875496295e-08,-0.28678301306435
0.998155043266874,0.990962429289399,-1.14082793180323
0.684277601951873,4.41938564591e-07,-2.81509195817358
0.996949603109099,1.670547300387e-06,-0.697755172284474
0.010807172963438,0.619965237732934,4.15983033849516
0.00166959703020018,1.25910263e-09,-1.97633171228019
0.811350802522712,0.00248757242991987,2.63287837312623
0.999990846943559,1.243201345002e-06,0.392344936679978
0.0234993997621719,0.852447329683215,4.17004693654521
0.870556624661704,0.0559439510211388,1.5136267110813
0.242865565801318,4.455124623e-09,0.850603841213429
0.00299864413459422,0.843577024018013,0.982541299736577
0.411149798976555,7.2148276e-11,0.682949931972812
0.999999984149052,0.13714390111234,-0.868705963745505
0.999788986163158,0.00556881502195515,0.674360316737595
1.00000000003188,4.33323e-13,-1.38415080029846
0.999341340442094,1.25667302572e-07,0.493110883441905
0.000315346873446192,0.038544504918756,0.713856377128093
0.999877414608452,0.0292616931434295,1.73380461483392
1.13123542e-10,0.000298836429397662,9.97093120439783
0.308486668733493,0.0666818226597399,-0.38340692073966
0.861196546350435,2.72673123057e-06,0.710456020078661
0.984082115684432,0.00180722022871206,1.22701359148468
0.0746915838773194,0.000164137424978182,8.48767550231263
0.732211608121485,0.14388236468722,1.68125038703754
