"MedInc","HouseAge","AveRooms","AveBedrms","Population","AveOccup","MedHouseVal"
0.559349826214196,4,13.6381544944881,3.06098046169607,992,1.63316173490428,1.94119621851861
2.51835479989447,19,5.13220309439945,1.03522916408093,1334,4.29904069842015,2.86012033039633
5.13638602675507,16,6.4301779716605,1.0467918919513,1247,2.4201147479656,2.37046566605108
4.86986332132815,19,5.42880078738135,1.04873588894801,2696,3.6468283573234,1.62269666564835
4.17039972858706,10,5.11557926394366,0.932925574183824,571,3.63816855666607,1.75466354297071
6.9862042613523,38,6.58271802776135,0.955226565043437,564,2.6559180954489,4.99826719968353
1.86905979514647,35,4.99128804814111,1.04243337636511,618,2.98416378483743,1.18596163204332
2.84929168876735,23,4.71498815596559,1.03938948689892,831,3.04608473581906,0.994439181915455
4.40568055687119,12,6.88316061415315,1.076703118715,5032,4.70333070847359,1.23630154175598
3.59938005384096,14,4.47737661161119,1.07286985264751,3875,2.76093169393142,2.12918649413122
3.65397395221021,45,5.3116050144441,1.04095376019297,561,2.25398731649672,1.76298121132123
3.71573694541701,16,5.37671470340978,0.991845517507369,766,3.62809486821416,1.81898784355196
1.36834335638866,40,5.03034345027261,1.00903947035207,675,2.80958966227427,0.592208407045057
3.51585629445562,46,4.73077807141268,0.954244547730004,984,3.06355600513043,1.60733543689863
3.57654701617469,32,5.80325408952823,1.04874379681166,2125,3.22028946254256,0.7146337541052
1.52863103192988,38,3.61922367377049,0.919227919687567,1349,3.36270404607839,0.863787001122407
3.85477442659757,32,6.23181905000381,1.09751062505075,817,2.46811589205152,2.19185432906107
4.17883696433762,41,5.44145820235544,1.05625073291882,785,2.47203289690087,3.51835292094955
2.18246492116566,29,5.80859217664626,1.16598498044688,493,2.93715908751844,0.610360686432379
3.37096460575146,29,5.44301924256414,1.10041065901668,2082,2.85370583916361,0.935607322954372
2.78446251203213,27,4.79834145381729,1.0614343633748,3263,2.1243191830484,1.85143582206774
3.23837525169055,16,5.02945332717657,1.00143608691575,2892,3.8293068642146,1.61820798038613
2.09053905132252,21,5.12567996386402,1.20442922963518,1106,4.54469605855995,0.882136920142957
3.58673407812009,32,5.76884001090969,1.02626368436875,2610,3.60018277648949,1.38999708447421
2.05317093264928,40,5.6624596436606,1.1892770330291,1111,4.19832904764659,2.43564914106057
6.66097478034048,51,6.38531715173194,1.05843397989709,1202,2.05113203601621,4.99877314817138
4.09681972562219,35,5.29469212398166,1.00612010452562,1053,2.64999389769686,1.97155277748181
3.69162464230794,51,4.59258624484602,0.996173708660014,247,3.3280947696824,1.16000648428563
4.55745712235908,23,5.90564429738745,0.936632529602506,1082,3.20402379616679,2.50545505258245
2.42448652833177,18,4.9782330839467,1.09454806561932,5437,3.73457531070334,1.46471004731738
4.36885791826077,44,5.4129134526642,0.916979676649392,514,2.64392783803367,2.37265336770093
3.17138698219446,41,5.68282324146947,1.10083324992345,1321,2.84260763227696,0.741505980698647
1.90048148075103,44,4.25413061040784,1.02398373677828,1782,2.56801196094856,1.90697974212427
2.12139614009131,32,5.09570977628613,1.02870750848817,1885,3.36368105500005,0.620180131246247
2.18964708644765,30,2.64061608541091,0.96484332460073,776,4.69510011477886,0.947988545716943
5.02138079294766,4,7.94402594825335,1.16916161870267,2798,3.3716080258278,1.63313762305645
3.38207894385952,36,4.94158704377338,1.06210877973382,1649,2.45475053830342,2.12105742737974
2.41156187200346,16,4.78424620599429,1.09798584292831,4597,2.44233979294197,1.27644798973653
3.10352385584,19,3.38687261376333,1.06021965358752,1866,2.03761387802759,2.19772248599032
5.07691617216783,45,5.38023819493691,0.881663915959161,176,1.97541374541127,4.05358371119613
3.71351272377943,27,4.93272890673774,0.993238283409574,1220,2.63746369318266,1.83702495664588
2.15428633618135,47,5.76756798999991,1.12369978736591,840,3.40100241884711,0.880545066763834
4.2944343013731,26,4.33966371397812,1.05627809455145,1041,2.06714653065285,3.57913595432683
1.665345128216,35,4.17893999415319,0.941280519782176,1039,2.31198941540032,1.55301110261982
14.4752841755575,36,8.09812338976882,0.875364218450977,608,2.76013637911625,4.99926444810939
1.84013427207317,45,4.72417416182279,1.09859181714454,1391,2.81332841853246,0.604284931216935
2.69482244967708,23,5.51002358693021,1.24431765201167,1424,2.68769467463859,1.28808054907554
1.41746722294693,38,3.56419251816942,0.91930128195139,446,3.76786080195208,1.40524037079907
1.51875347040308,41,5.0105385243509,1.26417925875072,1024,3.25044413166834,0.671072624582068
10.9312917906938,33,8.50391290508875,1.0475300747579,1101,3.3341750703051,4.99974115833718
4.05354878984068,16,6.84522277520914,1.11482542384803,1226,3.25807578342803,0.87272115594658
4.23930186006383,33,5.68775667491617,1.12849457026486,1274,2.95112431241802,1.12188933511491
3.11777074937871,21,4.89608437693695,0.999212833514673,971,2.86471500582423,1.67758113628057
3.12912361453878,42,4.50826565871444,1.04389020992639,479,3.85212440426029,1.51556811577045
3.43568688681827,35,4.34129680513086,1.03393756635604,1039,3.62939254200395,1.58804785812477
2.8184230704022,21,4.11251805798078,1.09922525867418,2666,4.14139153700058,1.52873147638145
5.5883765389133,36,6.21898415207933,0.984956387604711,1152,2.97146318725306,2.3802553522992
4.10559522299762,8,5.48391719671,0.999251339197076,1258,2.83851253846468,0.9917328598267
5.26969890445433,32,4.86724934024262,1.07801504311568,1798,2.16594522565511,4.07379064134202
3.27892043707701,35,5.42562311658864,1.10753844083482,1388,2.65026975214097,2.24661953960458
6.57785587631066,25,7.72109081611162,1.01710821571759,2389,2.94332859387424,2.55713280168847
9.10795438284494,4,8.48481609483085,1.12108940450653,957,3.48946769277183,5.00020333769437
3.04647548243921,25,4.9259197881045,1.04746757121795,1652,3.70727097827632,1.17932355342261
3.48562032875635,30,5.92082875613415,1.08921119603148,849,3.35723012760196,1.09547769193332
2.13942206370576,36,3.48634500089405,1.02958048020968,1416,2.27864849800063,1.82548863053046
3.19604278552683,29,4.89437322617443,1.04080120555011,829,1.75418170270074,2.33125187948533
4.8060345281515,51,6.50530585812737,1.14714053054532,898,2.99077854486252,3.14362411374963
3.47344481246267,35,4.80263762409046,1.0107039798867,1462,3.45073382252226,1.49229299903233
2.0648952445279,33,3.43324126977043,1.12333220373803,1397,3.98757730558364,1.30006076484791
4.93413557368017,25,5.82513451189041,0.988114187669748,983,2.55667425628766,2.02255975715801
1.75582577770967,19,4.22051376666927,1.05859670207726,888,3.31759485132022,0.73377951107521
3.34821029748986,30,5.60790106933286,1.08922558762414,2081,2.9951644027175,1.23912106177076
2.38115191460829,51,4.79989080192792,1.04960074939582,524,3.32621092734725,1.22788456627314
4.46467857035299,38,5.84902624790447,1.00975129773783,661,3.11176713354075,2.44938953728263
4.19799783666877,33,5.28883590290941,1.12851608760866,1043,2.95962012534332,1.19534317546299
2.44458248666295,16,4.01681207726249,1.10475224346904,780,1.8617042501272,1.59391739865696
5.84857990015856,20,14.7714935646,2.81810372726024,350,1.68717491977065,3.70590024579304
2.12936440443833,23,4.34761262918976,0.900837791032461,394,2.15572784525071,1.04220074485196
4.01570263499134,25,4.64778902054922,1.00229875487049,1113,2.02925473119271,2.87161643553481
4.92685010447233,26,6.31996305145218,1.00950660501332,1226,3.15233876329575,2.31904005796244
10.1732492815904,25,8.05785386000313,1.03031934318491,1104,2.81636898537286,4.06726763710984
4.59256394762299,36,5.39993238765365,1.03201142928386,989,2.35537302110659,1.84709256940496
5.04297199498684,51,5.80088757512911,1.01308321814126,575,2.2808644300231,4.68480324447576
2.57989456895151,20,5.56653410766316,0.969385901092233,1883,3.51712959072502,0.920047362940952
14.5038883131343,43,9.0804410822767,1.39989523562773,6650,2.94404219342391,5.0006510450206
4.38766142533984,23,4.92214149633365,1.0049723710174,1308,2.55868995969006,2.63484119899926
5.69687400114237,14,6.55183579770896,1.06807762860392,1876,2.79294332410568,3.735903302533
3.42548203909136,35,4.58371803829481,1.00451069356959,805,4.70614496502513,1.54710969587774
2.50782943903299,18,5.2644460944725,1.09145129359039,1539,1.97683973717621,1.57251665426001
4.98653163501782,23,3.07003966153733,0.7515357345947,46,2.38880525374706,3.62649462535534
5.16403152938219,26,6.37062678981552,1.03160433788161,1266,3.35466568664239,2.52914433309816
5.29993907478198,42,6.1479296686394,1.10368292994438,1720,2.07815417172152,4.12430750306922
1.33833932577782,23,3.91456786859832,0.999270476621132,1476,2.9594096483544,0.553042204808193
2.4187550175176,40,6.10129529079792,1.10459176443067,910,2.3756737786527,0.751798656081767
4.7066635635954,20,5.94124711921759,0.995260139676883,1462,3.28190617855313,1.87903680996038
8.26511318297269,26,7.53784155755247,1.06002845075973,2089,2.06605022255647,5.00108433915549
1.67674111395502,26,5.08792700409682,1.0805175021729,1380,2.55510074889674,0.489388491351857
10.3274128377471,4,6.29397996265692,1.01646585860156,7338,2.64102814289771,5.00150327893867
3.51964631472029,48,5.88330790772249,1.07422713988519,765,2.37314158098687,2.36011838395374
6.64032546540785,31,7.09378537180003,1.05911022341396,689,2.79410516185889,3.64216093112927
10.4892456965888,52,6.46173435198033,1.06417732389481,980,2.44634542798762,5.00190792320975
4.22559484398663,14,6.64162396713433,1.31833973860764,635,2.6335880488793,3.74399195145
3.77690544859317,8,6.13989163662848,1.11027718924746,985,3.04073797984388,1.12782927821356
2.60196282080087,21,3.78138811180339,1.45509479471439,1134,2.12024372878152,1.56060347152953
8.99699795366656,20,8.11506561926183,1.03580409883463,2280,3.3396290858374,4.35822925894928
2.65229331957808,14,4.68270834343807,1.0993042479722,1512,2.06379945602887,2.10207717855075
5.02512211328336,18,7.35585929283771,1.25057454026072,887,2.72361938343055,3.57655937935872
3.52214511429613,33,4.49789369577697,1.0354237533926,2242,4.21153851462946,1.35181129853438
9.29085031181578,33,7.12342522193967,0.999289531128477,1401,2.37135397803062,5.00229833080838
4.69638277467368,43,4.49150358127938,0.977073570383163,803,2.6504110650742,3.23708820701683
3.45373234606976,33,5.50175624254307,1.1460033274227,1468,2.84064377742655,0.545065565437561
2.69041908904892,23,4.21119921758694,1.18796568864217,1622,1.91185612974641,2.3432716261189
3.08844488659617,35,5.19373786265216,1.05513514146841,1096,2.21614574438263,2.49406157076744
2.59074581574363,23,5.23928599640395,0.999308498240149,1515,2.16138450487261,0.789100143936246
2.13956465285492,30,2.65677251429063,1.04126249403663,2628,2.34029869901042,1.96719169762244
3.8183357578019,19,4.38633020387973,1.06124340317471,1878,1.99874561667564,2.6223869477077
3.87055226055519,44,5.6931647484043,1.07266611529049,1055,2.49248264818104,1.79332688492202
5.12744315217511,52,6.01785848776622,1.14322562338492,898,2.99141144021444,1.86835042885249
7.4801925231032,43,6.25475061472182,1.00822562115797,929,2.43006867920775,4.73111426777972
2.67053971530374,19,4.66599488147682,1.18802025870875,882,2.42501589883864,0.689680647937799
1.64382417635546,18,6.00260564528823,1.54000882501977,453,2.84990985058936,0.736182391539524
3.39161280806037,52,4.6117506683294,1.09767735462719,279,2.12823082269986,3.49052941861801
5.67217151925623,35,6.74537771893866,1.11365039807571,391,3.01050716717753,2.39683919536738
2.89750323684742,26,3.61838650571459,1.08799099739525,3337,3.66433713195566,2.29455329000277
3.18095760913332,23,4.21881459543833,1.07047539962109,362,3.49163795865719,1.43590737651916
6.18174030121141,16,16.124299527885,2.32420108688124,235,2.06340952740073,4.08692093229484
6.59105547812204,33,6.373477714237,0.989948531881427,981,2.42212604992932,4.66147788954958
2.5293323763189,46,3.73433419023938,1.0041221637819,2044,1.90018434456646,2.34343863569044
5.02682181761954,12,6.63825903590405,1.0070098910415,1014,3.23164763996298,2.49421576768027
2.6818581189455,52,5.31306692596099,1.12615383191709,677,2.31956092402962,1.36978235619547
2.38656203804728,32,3.6311938911928,0.97109192961285,2244,4.98767300171767,1.02415663827507
3.43591348119658,16,5.15916729625473,0.981075843426283,517,2.55440473817982,1.36256742650378
3.85502949579081,17,3.70138872811154,1.18844935743652,3054,1.59025458851767,3.00996652556961
4.01970762636535,17,5.78014868265846,1.00641977939487,1040,3.21125151064514,1.21242099690998
2.38842796764392,30,3.34637586051146,1.1311932925669,803,1.28966345976605,5.00267456057417
1.92613254842629,48,4.97005211715623,1.15469050433275,650,2.68016339651237,1.34640284056782
8.95216488485682,33,7.01622109301565,0.97377007713235,1401,3.28520977970667,4.53709841617957
1.89937803807969,44,4.05750418228411,1.07873513545953,1088,3.6273216667689,1.96318473759547
7.90896414223098,19,8.05603908458829,1.04572860764412,1485,2.62865484982812,4.21389973936891
2.1645899053573,31,3.37810490971377,1.06886124174517,1506,4.31542023265138,1.49692185405988
5.91807715319688,40,6.25167906990025,1.51006725703075,416,2.25638524772623,3.15335922096341
4.24731034371382,26,5.44021623282046,1.08412520364761,1068,2.90270308082897,2.12979886327518
6.93819579701356,2,7.03495998212742,1.05690316153451,998,2.54067874283569,4.35352298823992
3.60185625154781,32,5.63341603957275,1.01816161206594,1442,2.92839882337101,1.71481340488881
6.39283356343696,33,6.09267399353525,1.05525065638594,2007,2.58007245104215,4.03478784888417
5.10701696223929,16,5.18780273996268,1.05487359933367,1274,1.80833395154735,1.9668694596496
2.31041870362679,38,3.78286433090511,1.01202595371192,3473,3.91656961615583,2.31582455096049
3.67181640827178,31,4.63393001859447,1.05699752536869,780,2.43869806732716,1.90798731145931
4.26678139958829,25,5.44032041605192,1.03599147602417,657,2.69647607561095,2.38556805530977
4.07021452453446,21,6.41236518222136,1.11523629829525,1106,3.12827593644699,1.18041249069584
3.45127361186565,36,5.50499305158121,0.957555342491525,845,3.48740718884658,1.37201077696282
5.56322250984469,36,6.38040001630378,1.0570654778922,1498,4.9379324871318,2.1119610935499
5.73218484513514,25,7.15598200295627,1.0300739732139,925,2.98063875025723,2.66021853317394
5.8802415871697,26,6.6256214582166,1.03764172164111,2785,2.96380843941576,4.22701024916859
3.2035893774192,15,5.95177467168647,1.01214502433143,1346,3.02861015578145,1.17513315981788
6.90106087702928,36,5.52018462223568,1.13023467606366,1083,2.73234210402433,2.94039792908098
4.20051425400008,38,5.31658101054093,0.970922927626931,859,2.52208482900967,1.96333093921682
8.36423536561442,33,7.00455265888772,0.979468870414739,1001,2.2748162687964,3.81884261998611
2.80481186439223,47,4.32998097435098,1.11479336240325,1834,2.80045890789233,1.12048748092691
14.532129932738,8,8.17303313599903,0.898942932781695,883,3.51428085223925,5.00303667134675
3.57115884241539,27,5.49728402937975,1.09664546675047,2591,3.67106721345273,0.964925014357627
4.549320826475,36,5.70893786669831,1.03740794356495,1153,3.05080004844736,1.79712284070722
2.74609484385667,52,4.63716378508343,1.13874560937566,1268,2.16302409304178,4.43073440150204
7.5821072443121,14,7.97954919611399,0.997720401200173,1796,3.35941077775461,3.06736554857428
1.63624259242835,42,4.61661867825433,1.03762326152256,727,3.98928926596935,0.914453751610561
5.03622929642876,29,6.26693626876018,1.03974719851189,1298,2.88575859880637,2.53838929599448
2.55743575236779,18,6.11214223749976,1.05407365627211,3265,2.82303732065916,1.26057043921515
3.05486664548749,12,5.35110251567521,1.07669218092271,849,2.7935738551686,0.894432459930264
2.72706670930987,38,5.47370675707725,1.02050820706708,789,2.28798747067225,0.977705547455184
3.60556287815242,45,5.31176953990064,1.08567922997754,1289,2.24550655381118,1.79934659835129
4.29942944148831,36,4.85955023162339,1.01916648554847,822,3.36851571140423,1.64537307091475
2.58667347353299,30,5.63752177231159,1.05429776891134,1309,2.597492028035,0.709385424124234
4.72553774834806,46,5.46469591451908,1.02055496557072,1148,2.28160063889601,3.95242467267758
1.67203310032099,36,3.21341610649864,1.05227982723203,5949,2.5233125394353,0.623379670066761
5.68030495856768,20,6.0505470678798,1.05375820127356,2193,2.52679407256412,3.99366261189218
5.02850446593603,23,6.40413512245598,1.11227143817282,894,3.06220617358026,0.907703387604527
2.95843353630108,19,5.71211216971122,1.14214930710181,661,2.67225711368215,1.5646932192879
4.01586292591726,26,5.90382061418015,1.04893878879509,1160,3.10216734792739,1.57617494530239
5.31330820852224,9,6.35474072296747,1.01780041561522,1518,3.75903841095244,1.38512888041719
4.04561698456411,36,5.84965827393198,1.0905518705205,1589,3.64466468452564,1.77935715465166
6.76376101152231,42,5.77170886020861,1.01757824311594,751,2.61977667415042,2.5439557855282
5.73314124178734,39,6.04301456488232,1.04406034790727,624,3.02982693245769,2.38042332217072
2.72926520496889,36,4.88743673495973,1.05694992735596,614,2.51668661035429,0.831005423951478
5.54964926770899,21,6.10440778303428,0.937181890359925,3712,3.33241221924676,2.57346818334873
2.83059210644225,13,3.87473981330295,1.07121324644693,1840,2.9775949890447,2.23974828300334
1.71526401615736,25,4.19063605310954,1.11183377922976,9254,3.7245251148694,0.706617591169109
2.2370984951519,23,5.18708992542701,1.08731681298002,1840,2.20537437857163,1.18607721129181
2.26364417015326,52,4.22086668497551,1.12440878729049,475,2.57909449264464,1.19460268697182
3.31089351358255,6,5.01008922009984,1.2404048246841,1924,1.96115795170144,2.12859431797125
3.72741989346579,36,5.23577060731985,0.938989117312629,813,2.97017030359508,0.868140223986118
1.83897504313292,45,4.72432677223454,1.07306710146987,1983,4.16205324919589,0.550930009710025
3.9481056478817,42,4.92814340622501,0.918860221436658,656,2.09171697538423,3.23251769644599
3.166574942734,27,4.39147911576023,1.21587722906574,1972,2.21547937913936,2.86048902175422
4.02981203961174,4,5.28308296875574,1.11560796385869,4620,2.46874708032601,1.10890437602939
5.05894197121467,38,6.91799844280088,1.11891524718584,272,2.74204971131839,1.80993439279605
2.30231312005782,33,3.63400930510146,0.971110712451778,1321,3.91256622792546,1.92902222905665
3.19383787512193,25,5.26613707844639,1.03730591672367,2243,2.56627178995046,1.10806828784571
5.20730754675071,21,5.60299429414085,0.94576480751532,1173,3.09969428355149,2.74414991963791
1.29504386701813,52,4.81242762219221,1.12715982325747,763,1.90114015665375,5.00338472196575
6.11864857656329,16,7.64376911142555,1.04030528263586,2697,2.86553207250704,3.33088115177853
2.456140128722,26,4.52811966585719,1.012570021383,958,2.23731457093107,0.983784272403364
5.23081403224897,52,5.56703979619313,1.06178278527794,828,2.37942031979279,3.00883027731996
4.35266374062493,33,7.11658708943172,1.09907887078248,898,2.14989083466086,3.97934608159552
2.25972373014793,40,4.51294096772402,1.01216770462338,1207,3.35258734121632,0.513081368993566
4.34724813428843,44,5.59023061181185,1.16970436366205,552,2.33649925558676,3.52688828659934
3.88217655944006,6,5.76085581332099,1.12870689870119,4531,2.96289531604158,1.67468276266299
1.98342165001512,42,3.89350149237412,1.00105695151259,1708,2.71004585360998,2.34210054544474
3.28715342131259,17,3.66838227824864,1.14070422708954,2366,1.77187470196351,1.06246778469368
1.54641904637633,25,4.08939432568505,1.06638954232505,1910,1.66219977897898,1.1395299187135
2.50579730756282,26,4.73110216061677,1.03723173930988,1339,3.27465858660839,1.31161505753565
2.2443262014954,47,3.38126545814156,1.21015733966954,509,4.6365395151962,1.33243733931034
1.12373963232188,29,3.87317093646605,1.04664851403058,1417,3.36313697335702,0.560215769198088
4.11103689188682,40,5.07632049710616,1.0767359926135,1705,2.57729101653636,1.97172605218225
2.23110157230072,46,4.76070869555908,0.976448294749867,741,1.94876247159744,1.13966743623452
3.68480989071796,20,4.08491124373724,1.11309800945082,2466,1.66941756092326,3.2861600034154
3.49437092196992,35,5.33094671310155,0.963748666912213,758,3.48759744353165,1.05255994745752
1.48389919606187,36,4.34620879356779,1.02662281012051,1040,2.23426755900692,0.500824213556096
4.48816156059089,4,5.3860658863219,1.00977133152655,2621,3.28671374317037,1.30553039665317
