x,y,z
0.8329113550483794,0.3787495559486005,3.1109014539238706
0.7401694718068028,0.16570146661198853,1.0606148316882598
0.9999999999979814,3.410468721095423e-11,-1.380556963415284
0.000506462657832551,1.883100732113679e-15,-0.38951757563344286
0.9995057641304529,1.3193005626911902e-08,-0.2526448515363828
0.999997447745666,1.4484609888932885e-06,0.4088714705981397
0.006166831581793463,4.777246193004664e-09,0.5158110854880372
0.999932716754481,1.565058953311147e-05,-0.9528564988373747
0.9999268326265754,0.007295306726818279,-1.3868217670735117
0.00021236153955188776,0.2838241106240934,2.4073392817905983
0.9999999998827671,1.8192736132628533e-10,-0.12030979119011376
1.9092762013632423e-05,0.003050470236909406,0.11884765418093965
0.9900211700566958,0.49394155795806954,5.583568868021884
0.11984712309415194,0.9403097686590884,10.611498055935849
1.0,0.000296893981125228,-1.114813384515624
3.98584238859263e-07,7.2998666244425465e-09,0.6713257407921692
0.013611481458094111,3.165965609592552e-15,-1.436896750302224
1.391474591046509e-07,0.019357725204051175,0.18363813933522297
0.8269943925247406,0.06709873084035593,0.09207409634211361
0.9907717026545872,0.16871973384823435,0.06743262350076784
1.0,0.029349468519143045,1.1020611915844065
0.18439239878614203,0.047869803965095235,0.538433771708717
0.05503353210316264,0.04720906451867296,0.8066353627716096
0.9997028964537247,0.0002168812728446983,0.2743745714432936
0.0012313929336733283,0.873935537816392,7.290452844209982
0.7984279085024555,0.0029251920951776553,-0.74310905553796
0.010998961983735763,5.887226051146756e-14,-1.2232348473898733
0.7704501092437998,7.243247539662373e-08,1.3299938043181476
0.011997701233610936,1.2069360515669772e-06,-0.27894238784175057
0.9999982897208032,2.0079564329487166e-13,1.1507845236897147
0.38034784857330134,4.149619172335804e-07,1.1170938312986587
0.9989564492826524,0.005078544636638925,0.47070375229471395
0.9625589344765629,0.0005059184285646375,0.861787503546082
4.4349287473646164e-07,2.263004350578388e-09,-0.8085532701482556
0.9998242206924657,0.0007803296540244276,-0.9350127623357106
0.9998712095180259,0.1176604093096631,-0.1753713766758085
0.007581013988048189,0.000214484842873232,-0.08234389041536853
5.666169010990383e-16,1.463616625357601e-09,-1.1420867508867232
4.5644061208736815e-08,0.058674775719100306,1.109595521794679
0.0022439195333347362,0.007386184236682902,2.2219455480059067
0.999955709066038,0.38140193090799773,5.213772336423661
1.6234905010938559e-06,0.0035351347818384305,1.4807312487347364
1.7629423156607052e-08,0.003943093030348628,-0.6825251207093754
0.016445525574303618,0.20244487369614408,0.08753808316956824
0.09487339893673048,0.9860321019641755,9.639251674047056
0.35558229817003206,0.05949369948814298,-0.26320036330919283
5.870265296515483e-09,0.21345401811235437,1.865932206348821
3.633585252860437e-23,0.8492301838045004,9.632222293778185
0.23961415838312647,0.010155265408027386,-0.34176106408309187
1.0,0.683294462465123,7.142752718582018
0.995923825977118,0.002762366722221713,0.28316161704746334
0.999791898096524,0.24097056759650895,4.653036339558032
0.9999999999999991,0.4739873306669501,4.717406404817785
0.17389307087334357,0.029496903614357244,-1.8960081543943132
0.9999999999982145,0.00040033628924389164,1.2771926357488386
0.012359150275756653,0.00028117330868589066,0.8581324819683792
0.9999907319972178,0.01108655298623068,-1.03039932266385
0.00043863277682358104,0.28527272045207774,4.237306210903573
